task2_timestamp,analyst_id,paper_id,task2_software,task2_analysis_report,type_of_statistic,statistic_report,model_sample_size,model_degrees_of_freedom,p_value_or_bayes,p_value_report,task2_conclusion,direction_of_result,same_statistical_result_as_task1,additional_calculations,total_hours,task2_submission_number
2022-07-29T12:18:14Z,9P6A7,Balcells_JournConflictRes_2014_0P4r,R,"TR dataset (“TRdataset_JCR2014_replication_final.dta”) was used for an analysis. This dataset comes from 1st author's personal website. Duration of wars in months (“durationmonths”) was used as a dependent variable. Technology of rebellion was used as an independent variable. The control variables included Post 1990, rough terrain, population, GDP per capita, oil exporter, ethnic fractionalization, democracy, military personnel, external support for government, external support for rebels, region. 
The ordinary least squares (OLS) regression was run. To test the hypothesis that “irregular conflicts last longer than all other types of conflict” I compared the average duration of the irregular conflicts with average duration of conventional and symmetric nonconventional conflicts. 
Since my analysis should produce a single, main result in terms of statistical families I created a new dummy variable for technology of rebellion ('Yes' = Irregular, 'No' = Conventional or SNC). This new variable was used as an independent variable. “No” category was set as base category. If the value of the regression coefficient for this variable is significantly higher than zero, this means that the average duration of irregular conflicts is higher. 
Results showed that irregular conflicts are longer than other types of rebellion (b = 65.422, t = 3.263, p = .002).",t-statistic,3.263,90,74,p-value,0.002,"Results showed that irregular conflicts are longer than other types of rebellion (b = 65.422, t = 3.263, p = .002).",Same as claimed by the original study,Yes,Yes,12,312
2022-07-29T12:36:11Z,917OK,Waller_JournMarFam_2014_AXBY,R,"The dataset for this analysis was constructed from data retrieved from each of the four waves (Baseline to Year 5). Initial sample was 4898; after applying the filters described in the original article, the sample was 1149 (1156 in original article). 
For constructing the dependent variable (discrepancy in parent reports about focal child’s residence, based on household roster), combined reports of mothers and fathers were used. Discrepancy in reports was coded 1 if both parents reported the focal child as a member of their household roster, and 0 otherwise. Cross-tabulated parent reports and discrepancy percentages were close to those reported in the original article, but not identical (6.92% discrepancy in the original analysis, 8.18% in the reproduction).
For all predictor variables, data processing involved recoding of missing cases (all recoded as NAs) and constructing variables by combining responses from either/both parents to one/multiple questions. The variable about father being physically abusive to mother (mother experienced abuse), included in the original study models, was not identified, and therefore, not included in the analysis. Missing data was present above 3% in 6 predictor variables in the reproduced dataset. As in the original article 3 variables were imputed using chained equations; two (father’s traditionalist views and parents living together at previous wave) had similar missing value percentages to those in the original article. Given that father’s education (6.7% missing values) was not included in the current analysis (was included in Task 1), father on birth certificate (3.57% missing values) was imputed instead, as it complied with both the above 3% missingness criterion and the 3-variable imputation, as in the original article.
The hypothesis was that discrepant responses between parents about who their child lived with, based on reports about household rosters, would be more likely for fathers who reported spending nights with the mother, relative to fathers who reported not spending nights with either mother or child. This hypothesis was tested using the same approach as in the original model, via a multiple logistic regression model. 
A binary logistic regression model was run to test if discrepancy in parent reports of focal child living in their household roster was more likely when fathers reported spending nights with the mother, with other explanatory variables held constant (fathers reporting spending nights with child only, the relationship between the parents, parents reporting living together at previous wave) and controlling for variables indicated in Task 2 (i.e., Traditional gender views, mother; Traditional gender views, father; Time between interviews (months); Visitation agreement; Child support order; Father’s distance from mother; Father visited hospital; Father’s name on birth certificate; Father gave money during pregnancy; Father suggested abortion; Mother experienced abuse; Father has substance use problem; Father in jail). The model was run in one step (with all variables entered at once), on both imputed datasets (and results were pooled) and a dataset in which missing values were removed (for the latter model results, see Analysis Code). This approach was chosen to provide the most conservative tests for the focal claim in the original article. 
The pooled result from the imputed datasets showed that discrepancy was 3.09 times more likely if father reported spending nights with mother relative to spending no nights with either mother or child, controlling for nights spent with child-only and other potential factors that could influence discrepant responses, B = 1.13, robust SE = 0.47, p = .017.",Wald-statistic,2.381,1149,1,p-value,.017,"The claim that parent discrepant responses about who their child lives with, extracted from each parent’s report of who lives in their household roster, are higher for fathers who reported spending nights with mothers, relative to those that didn’t, was supported by the current reproduced analysis.",Same as claimed by the original study,No,Yes,15,313
2022-07-29T13:01:59Z,OPNR7,Sliwka_JournLabEco_2017_VDJV,R,"rocedure: First, I am loading the original data provided in OSF into R, using ""haven"", as the original data comes from Stata. As the dataset includes also data that does not stem from the main experiment, I select data according to the main experiment. The research question (""Claim"") is the following: A profile that continuously increases wages by small amounts raises performance relative to a constant wage (p.299, abstract in original article). In the additional task instructions of task 2, I am restricted to reporting one test, which is the first test I reported in task 1.

First, I want to make analytical decisions about how can the variables be operationalized? The independent variable is relatively straight forward: The treatment ""continuous"" has to be compared against the ""baseline"". The dependent variable presents more researcher degrees of freedom: It is plausible to use the ""overall performance"" (i.e., sum over eight rounds), or the ""raw data"" (i.e., value in each round). In addition, one could consider ""log-transformed"" data, as the original paper did). I argue that the choice of most straightforward analytical protocol is: Performance must refer to the total output generated, so the treatment would have to produce a positive effect on total performance (output over all rounds). After all, the principal would be interested in the total output, rather than when the output is generated. Thus, I am focusing on total performance.

This claim can then be tested using an ANOVA, reporting post-hoc comparisons of means (the planned contrast between baseline and continuous treatment needs to show a significant difference). The ANOVA and post-hoc test evaluate the treatment effect. The difference between treatments is 3.79 (95%CI: -4.45 - 12.04), but the effect is not significant, as reported in the other survey question. The adjusted p-value (TukeyHSD) is 0.6535, thereby not showing an effect. Holm and Bonferroni also produce non-significant results, with higher p-values. My initial conclusion is therefore: The claim cannot be supported by the data, using the reasoning and quantitative strategy outlined above.",F-statistic,0.552,211,3; 207,p-value,0.647,"The claim is not supported, the proposed effect is not supported by the data",Same as claimed by the original study,Yes,"No, I already had the neccessary calculations in Task 1",6,314
2022-07-29T14:26:15Z,HHSLN,Bursztyn_JournPoliEco_2012_jaK4,R,"A better formated version of this can be found in the OSF repository: I was tasked to reanalyze an aspect of (Bursztyn & Coffman, 2012). Specifically, I was asked to investigate whether the following claim is true:

“Armed with this monitoring technology [text-messages] ... the proportion [of parents] willing to pay to keep the conditionality drops ... compared to the baseline treatment. (p. 362.)”

Methods

Experimental Setup & Data Set

The full description of the data set can be found in Bursztyn & Coffman (2012).

Brazilian parents were asked whether they wanted to keep the condition cash transfer of R$120 (conditional on their children attending school 85 percent of the days of that month)   or switch to an unconditional cash transfer. The amount for the unconditional transfer started at R$120 and was raised in increments of R$5 to R$180. The parent had to choose between conditional and unconditional options for each amount. 5 percent of participants had one of their decisions implemented. That decision was randomly chosen from the questions.

Parents were randomly assigned to multiple treatment groups. The claim concerns only two treatment groups: The baseline group and the text-message treatment group. For the baseline group, the conditional condition is the same as the one with which the parents came to the experiment. For the text-message treatment group, the parents were offered to receive a free text message sent to their cell phone every day their child misses class before having to choose between conditional and unconditional payments. Only the two parents that did not have a cell phone did not accept the offer, and those were excluded from the analysis.

For this research question, the variable willing to pay was most important. This is a dummy variable that is equal to one if the parent prefers a R$120 conditional crash transfer to an unconditional cash transfer that pays strictly more (that is > R$120), and zero otherwise. 

Statistical Analysis

Described in statistical terms, the claim essentially states that the binary variable treatment and the binary willing to pay are positively related.

I conducted a logistic regression analysis. Besides using a dummy variable encoding the treatment group, I also used the following covariates as predictors: household income, employed parent dummy, employed parent’s spouse dummy, age (parent and child), male dummy (parent and child), higher show-up fee dummy, weekly discount factor (parent and child), time inconsistency discount factor [beta] (for parent and child), marital status (parent), religion, dummies, number of children in the household, household is earning CCTs for more than one child, race dummies (parent and child), years of schooling (parent and child).

Assumptions

I checked the assumptions of both methods (see analysis file). No evidence for a strong violation was found.

Results


Logistic Regression

Logistic regression found evidence for a relationship between willing to pay and treatment group, after controlling for the covariates, z=3.77,p<.001. The corresponding 95% confidence interval suggests that given covariates being held constant, the odds of choosing the conditional payment are between 21.43 and  6496.27 higher in the baseline compared to the treatment group. Thus, while we can say that there is a stronger preference for conditional payment in the baseline group, the exact size of this effect is still rather uncertain.


Conclusion:

The original claim is correct : Armed with this monitoring technology [text-messages] ... the proportion [of parents] willing to pay to keep the conditionality drops ... compared to the baseline treatment. (p. 362.). However, more data is needed to be sure how strong this effect is.

References

Bursztyn, L., & Coffman, L. C. (2012). The Schooling Decision: Family Preferences, Intergenerational Conflict, and Moral Hazard in the Brazilian Favelas. Journal of Political Economy, 120(3), 359–397. https://doi.org/10.1086/666746",z-statistic,3.765,107,-,p-value,0.000166,"The original claim is correct : Armed with this monitoring technology [text-messages] ... the proportion [of parents] willing to pay to keep the conditionality drops ... compared to the baseline treatment. (p. 362.). However, more data is needed to be sure how strong this effect is.",Same as claimed by the original study,No,Yes,10,315
2022-07-29T14:36:34Z,DRV0T,Dumas_AcaManageJourn_2018_5KrD,SPSS,"The hypothesis that was tested is: “family structure and work absorption are related such as single, childless workers report lower absorption than workers with other family structures”. Given that this question considers differences between groups, an analysis of variance was conducted. Given that the groups are naturally occurring, there might be systematic differences between subjects that are related to their work absorption, but not to their family structure. Hence, to get a “purer” measure of the relation between work absorption and family structure, age, gender and job position were included as covariates as in the original paper. A one-way ANCOVA was performed using SPSS 24.
Unemployed and retired respondents were filters out from the sample because they could not answer questions about their current work absorption.
The independent variable consisted of family structure (1 = single childless; 0 = other structure), the covariates were age, gender, and job level. Method 1 to adjust for unequal sample size was used because it is more conservative (Tabachnick & Fidell, 2001). After adjustment by covariates, work absorption varied significantly with family structure, F (1, 348) = 5.58, p = .02, the strength of the association is weak: µ2 = .02. Pairwise comparison between adjusted marginal means shows that single childless workers have lower absorption than workers with other family structures, Δ = -.31, SE = .13, p = .02, 95% CI [-.57, -.05], Cohen's d = .05. No covariate was significantly associated with work absorption.

Tabachnick, B. G. & Fidell, L. S. (2001). Using multivariate statistics (4th Eds.). Needham Heights, MA: Pearson.",F-statistic,5.576,353,1; 348,p-value,0.019,"Work absorption varies with family structure, single childless workers present a slightly lower work absorption than workers with other family structures controlling by age, gender, and job level.",Same as claimed by the original study,Yes,"No, I already had the neccessary calculations in Task 1",2,316
2022-07-30T01:12:39Z,FB06D,Li_JournExpPoliSci_2017_G4mp,R,"Very minimal preprocessing was conducted on the dataset (i.e., selecting specific variables and changing their types to factors) with none of the preprocessing steps excluding or transforming any data.

Ordinal regression (with a probit link function) was conducted to test how participant support (rated on a scale from 1, ‘no support at all’, to 7, ‘complete support) varied based on the potential impact of the FDI project on the local labor market (3 levels: no impact on local job market, may create 1000 local jobs, may have negative impact on local job market). Specifically, given the requested focus on the positive impact on the local job market, the hypothesis that support did not significantly differ between ‘may create 1000 local jobs’ and the average of the other two levels was tested (vs. comparing all the levels in Task 1). This statistical technique was chosen as the dependent variable was an ordinal variable (i.e., inherent order to the levels of the support rating) and hence an ordinal regression is best suited to test the claim. 

Results showed that participants gave significantly more support to FDI projects that may have a positive impact on the local job market (mean rating = 5.30) compared to the support for those projects that have no or negative impact (mean rating = 4.74; z-statistic = 29.2, p < 0.001).

For the overall model specification, it was debated whether or not to include other attributes investigated in the study (i.e., home country of FDI, industry, entry mode, amount of investment, policy concessions, and wage level). However, given the claim is specific to a single attribute, the decision was made to only include that attribute in the model. Moreover, no qualitative differences are found in regards to the claim if those attributes are also included in the statistical analyses.",z-statistic,29.224,2846,NA (Inf for z-statistic),p-value,9.623578e-188,"Chinese citizens (and speculatively, those of developing countries) are significantly more likely to support foreign direct investment (FDI) projects that may have a positive impact on the local job market by creating jobs compared to FDI projects that have no impact or a possibly negative impact.",Same as claimed by the original study,No,Yes,2,317
2022-07-30T12:39:37Z,4JKR7,Nelson_JournConsRes_2009_eg1q,R,"Data preparation: I first saved the provided .xlsx file as .csv and removed text that was not part of the study data (i.e., ttest results). I then loaded the .csv file into R and cleaned the data. In the cleaning phase, I removed three empty lines (located at the end of the file) as well as one empty column. I noticed that the age column contained one missing observation (it was marked as dot (.)), so I set it to the age average. Finally, I made some R related adjustments for the analysis (i.e., factorizing the condition and gender columns).
Data scrutinizing: Before starting the analysis, I scrutinized the data and tried to make sense of the provided field considering the description of the study in the paper. I then detected that the column Subject which seems to represent subject ids contained the following 13 duplicated ids: mkt2-5, mkt4-3, mkt5-7, mkt7-4, mkt9-2, mkt3-4, mkt9-6, mkt2-4, mkt8-4, mkt1-3, mkt2-8, mkt4-4, mkt7-3. I therefore created two additional datasets that excluded duplicated subjects. Since it was not clear weather the first or the second observation of each duplicated subject should be counted, I created one dataset for each alternative. I therefore ended the pre-analysis stage with three datasets: The original dataset provided to me (with 102 obs.), and two datasets (with 89 obs. in each) which excluded duplicated subjects. 
Analysis: I first observed the number of subjects in each condition and summary statistics for the variables of interest. These observations confirmed subjects were randomly assigned to conditions (in term of observable factors like gender and age) and that the cells were relatively balanced. It also suggested that those in the treatment condition (disrupted video) indicated higher preference and WTP compared to those in the control condition.  
Statistical test:
Because the second task requested “a single main result” and the claim to be analyzed (from the instruction of the first task) was that “commercial disruption made the program more enjoyable,” in the second task I only test the enjoyable measure, but not the WTP measure. In addition, the current analysis uses linear regression as a single test to allow controlling for demographics. Since the analysis of the first task revealed that gender significantly influences reported enjoyment, controlling for gender in the analysis would allow testing whether the effect of disruption on enjoyment exists irrespective of other observable factors influencing enjoyment. Finally, as mentioned above, the provided dataset may include duplicated participants. While the single analysis reported here includes all observations as if no duplication exists, additional analyses not reported here (but included in the attached analyses file) confirmed that the result remains the same when adjusting for this possibility.
A single main result: A linear regression of the relative preference, predicted by the condition (control vs. treatment), and controlled by gender and age confirmed that commercial disruption made the program more enjoyable (B = .97, t(98) = 2.63, p = .001). 
The result remains the same when removing duplicated subjects or when adding subject random effects.",t-statistic,2.628,102,98,p-value,0.00997,"Compared to no disruption, commercial disruption made the program more enjoyable",Same as claimed by the original study,Yes,Yes,8,318
2022-07-31T12:06:18Z,J5BBA,Caldero_n_JournConflictRes_2015_Nv99,Stata,"After loading the data, I declare the panel data structure, and generate independent variable of interest: recent (last quarter) capturing of drug cartel leaders. I run poisson regression with a control for recent (last quarter) homicides as well as municipality and date fixed effects. The reason is that the outcome variable is a count variable and that unobserved heterogeneity between municipalities needs to be accounted for. General time trends need to be taken into account using date fixed effects. I cluster standard errors at the level of municipalities because of the likely structure of the variance covariance matrix. A chi squared test on the significance of the recent capturing of drug cartel leaders serves as main results.",Chi²-statistic,4.56,55468,1131,p-value,0.0328,Recent captures of drug cartel leaders have a positive and significant effect on DTO-related violence.,Same as claimed by the original study,Yes,Yes,1.5,320
2022-07-31T23:45:02Z,1HC64,Cingranelli_BritJournPoliSci_2014_qg47,R,"First, I capped the tax revenue variable to 100%, log-transformed the per-capita income variable and turned the internal conflict variable into a binary indicator. Subsequently, I pooled the data by averaging the numeric predictors/covariates (CIRI Physical Integrity scale, tax revenue, log per-capita income, log population, democracy index, and indicators for internal/external conflict and UK colony) for each country. Then I used the built-in lm() R function to obtain the maximum-likelihood estimates of the regression model along with their standard errors. To test the null hypothesis that the effect of reliance on tax revenue on human rights protection is zero (with the alternative the effect being positive), I performed a one-sided t-test on the corresponding regression coefficient. The estimate obtained was 0.015 (95% CI (-0.000, 0.03)) with a t-value of 1.919. This gives the one-sided p-value 0.029, thus rejection the null hypothesis of no effect at the 5% significance level.",t-statistic,1.919,115,107,p-value,0.029,The effect of reliance on tax revenue on human rights protection is statistically significant but very low in magnitude. A ten percent-point increase in the share of tax revenue on total government revenue is associated with a 0.15 increase in the CIRI Physical Integrity scale on average.,Same as claimed by the original study,Yes,Yes,15,321
2022-08-01T02:38:44Z,WGTFW,Menaldo_AmJourPoliSci_2016_Vx4e,R,"### Exogenous shocks estimation strategy

# If it's true that as states grow weaker they increase credit directed to government and SOEs, then shocks to state capacity should lead to decreases in credit. 

# This is essentially the AR-bond estimation strategy, except that we don't `instrument` using all the additional covariates (which is arguably a strange thing to do). It is then sufficient for identification that the differenced treatment is exogenous!

# This requires the strong assumption that the shocks are randomly assigned wrt the outcome. 

Standard errors were estimated with the block bootstrap (on countries). Time-order was not preserved (as we estimate a nonlinear time trend).",z-statistic,-1.255,605,605,p-value,0.1813636,"The study failed to replicate. There is suggestive evidence of an effect, but the result depends on choice of model specification. The paper does a fairly weak job of explaining why its chosen set of models is the correct set to use -- and so it is fair game to try other models with similar assumptions.",Opposite as claimed by the original study,No,Yes,6,322
2022-08-01T10:01:06Z,H14DB,Desmond_Demography_2015_qQ9Z,R,Same as previous Task 2 survey,t-statistic,0.637,580,565,p-value,0.524,Same as a survey for Task 2 presented before,Same as claimed by the original study,Yes,Yes,50,324
2022-08-01T12:55:31Z,XP4XR,Yoo_PsychologSci_2017_BebG,Python,"I tested the hypothesis, that positive affect is associated with a healthy blood lipid profile in US, but not  in Japanese participants.  In a single analysis, I tested  with a linear regression, if there is an interaction between the culture (Japanese/US) and  positive affect in their ability to predict blood lipid content. I chose linear regression, because there is a single measurement per participant, and I wanted to assess the relationship of a continuous and a categorical predictor.   For Task 2, to control for the health status of the participants, I added the composite measure of reported health issues as an additional predictor in the analysis. Additionally, as the outcome variable for Task 2, I focused on HDL, instead of the T/HDL ratio.  The result of the statistical test (significance of interaction slope), as calculated with the pingouin library: t=-0.974147 p=0.3302",t-statistic,0.974,1391,1385,p-value,0.3302,The relationship of positive affect and HDL blood lipids does not differ significantly  between Japanese and US participants.,Opposite as claimed by the original study,No,Yes,17,325
2022-08-01T14:49:36Z,MDFBX,Wang_AmEcoJourn_2013_7d4J,R,"I used the ""State and Life Chances in Urban China"" for investigating the association between the death of the father in law on the natural logarithm of the household income. Only households measured after the year 1980 and with males aged between 22 and 45 years and who have not been divorced and were included, as in the original analysis of Wang (2013). A mixed effects log-normal hurdle model was used for modeling the relationship between log(income) and death of the father in law. The age of the male and indicators for province-year were used as additional adjustment covariates in both log-normal and hurdle part of the model. Random intercepts for each household were used in both parts. I obtained a regression coefficient of -0.036 (with robust standard error of 0.022) for the association of death of the father in law on log(income), suggesting that there could be a small association between death of the father in law and a reduction of log income, however, possible changes in log(income) reduction that are highly compatible with the data (i.e., included in the 95% confidence interval) range from -0.08 (small association) to 0.007 (no association). Equivalently, the two-sided p-value for the null hypothesis that the regression coefficient of death of the father in law is zero is p = 0.102. While not significant at the conventional 5% level, my result is very similar to the result from Wang (2013) and concluding that the two analyses produced different results because of differences in statistical significance at the 5% level would be incorrect and misleading.",z-statistic,-1.633,13153,not applicable,p-value,0.102,"I obtained a regression coefficient of -0.036 (with robust standard error of 0.022) for the association of death of the father in law on log(income), suggesting that there could be a small association between death of the father in law and a reduction of log income, however, possible changes in log(income) reduction that are highly compatible with the data (i.e., included in the 95% confidence interval) range from -0.08 (small association) to 0.007 (no association).",Same as claimed by the original study,Yes,"No, I already had the neccessary calculations in Task 1",8,327
2022-08-01T21:35:12Z,JE3RS,Sliwka_JournLabEco_2017_VDJV,R,"I estimated a zero-inflated Poisson regression model for the data from the main study. The predictors of this model were pay schedule, participants' z-scored ability (operationalized as performance on a preliminary task that was related to the main experimental task), and the interaction between pay schedule and operationalized ability. Ability was z-scored so that its scale was in accordance with my unit-Cauchy priors (see below) and also so that its estimated coefficient corresponded with participants of average ability (i.e., a value of 0 indicates average ability, rather than no ability).

All population-level predictors served as group-level predictors for each experimental session and period; random intercepts were estimated for each participant (these intercepts were estimated separately depending on the group that participants were assigned to). These group-level effects were designed to be maximal and consequently not inflate the Type-I error rate (Barr et al., 2013). I placed a unit-Cauchy prior (location = 0; scale = 1) on all population-level effects and calculated Bayes factors via Savage-Dickey ratios for the different parameters. Of primary interest was the Bayes factor corresponding to the estimate for the continuously rising pay schedule.

This model was estimated in Stan probabilistic language (Stan Development Team, 2022) via the brms (Burkner, 2017) package in R statistical software.",Bayes factor (likelihood of null relative to alternative),4.942,1688,Not applicable,Bayes factor,4.942,The Bayes factor corresponding to the continuously rising pay schedule supports the null hypothesis.,Opposite as claimed by the original study,Yes,"No, I already had the neccessary calculations in Task 1",2,329
2022-08-01T23:14:55Z,2YGYF,Fuhrmann_JournConflictRes_2010_8Wy0,Stata,"1. Task description
In this report, I test the claim that prior violent militarized conflict increases the salience of the proliferation threat. This is one of the main findings of the article. 
In Task 2, I use the same dataset testing the same claim, but including selected variables and with additional sample selection criteria. Specifically: 
a)	The main predictor is ""Prior violent militarized conflict"" – ‘hostileMID’
b)	I control for: 
•	Target’s polity – ‘polity2’
•	Foreign policy similarity – ‘s_un_reg’
•	Target’s power – ‘cap_2’
•	power ratio – ‘pwrratio’
•	Article 56 – ‘postArt56’
•	Post–cold war – ‘postCW’
•	Program years – ‘prgmyrs’
•	Nuclear assistance – ‘NCAnosafetodate’
•	Attacker's power – ‘cap_1’
•	Contiguity – ‘contig’
•	No of attack years [the number of years that pass in between attacks]  - ‘noattackyrs’
c)	I do not control for: 
•	No of considered years [the number of years that pass in between considered attacks]  - ‘_spline1a’ ‘_spline2a’ ‘_spline3a’ 
d)	The analysis' time frame is 1941–2000 – selection criteria ‘if year>=1941 & year<=2000’

3. Methods 
Following the authors, I apply logistic regression for rare events (Stata::relogit) with cluster correction. The approach is based on King and Zeng (2001, ""Logistic Regression in Rare Events Data,"" Political Analysis). 
The analytical sample includes only politically relevant dyads (polrel==1), following the authors' approach: ""We define politically relevant attackers as all major powers and all states within 600 miles"" (p.854).

 
5. Results
a)	Variables and criteria of task 2 were possible to identify. 
b)	The Task2-model reports the following result for the main predictor ""Prior violent militarized conflict"" (hostileMID):
ceof = 3.447914, SD = 1.175427, z = 2.93, p = 0.003
c)	The results stay in line with the article's main conclusions and analysis. 
d)	Task2 answer: z = 2.93",z-statistic,2.933,5360,Logistic regression for rare events (relogit) does not report DF for the z-values,p-value,0.003,"The analysis confirm author's claim that ""prior violent militarized conflict increases the salience of the proliferation threat"".",Same as claimed by the original study,No,Yes,5,330
2022-08-02T00:28:23Z,7ZZIN,Bursztyn_JournPoliEco_2012_jaK4,Stata,"In linear regression, the t-test is a statistical hypothesis testing technique used to test the linearity of the relationship between the response variable and different predictor variables. In other words, we use t-tests to determine whether or not there is a linear correlation between the response and predictor variables. The t-test helps to determine if this linear relationship is statistically significant.
In the case of the multiple regression model, the null hypothesis is that each predictor variable's coefficient equals zero.
As P >|t| = 0.000 only for the values 2 and 4 of treatment, we conclude that only the ""Text message treatment dummy"" and ""Don't tell treatment dummy,"" compared to the Baseline, affect the Dependent Variable: Dummy for Parent Prefers R$120 CCT to R$125 CT.","All of the above. But if you want to pick one analysis, I suggest the t-test.",t-test treatment 1:  -6.368,156,The model degrees of freedom is 9.,p-value,P>|t| =  0.000,"We have too many parameters relative to degrees of freedom, so we cannot calculate relevant statistics. Therefore, the small sample size combined with many controls, dummy variables (fixed effects), and cluster standard errors makes the models inconclusive. Experiments like this should be viewed more as a pilot than a conclusive study.",Same as claimed by the original study,No,Yes,2,331
2022-08-02T02:45:23Z,OUN95,BATESON_AmPoliSciRev_2012_RYKv,Stata,"I used the 2010 LAPOP data for Latin American and Caribbean countries; i.e., all countries in the sample except USA and Canada.  The DV was (as instructed) whether a respondent attended a protest over the last 12 months, and the key IV was whether s/he was a victim of a crime over the last 12 months.  I included the same control variables as in Task 1, except for those that the instructions stated I should exclude.  This left as controls age, age squared, years of education and years of education squared.  I also included country fixed effects.  I estimated a logistic regression, with country-specific weights based on the LAPOP variable wt (where applicable).",z-statistic,11.360,38575,n/a but 27.,p-value,<.0001,The hypothesis is clearly supported in this analysis. Being a victim of a crime makes Latin American/Caribbean individuals more likely to attend a protest.,Same as claimed by the original study,No,Yes,12,332
2022-08-02T09:12:35Z,ZJMVT,Jiang_AmJourPoliSci_2018_Rjp9,R,"Identification, estimand, and estimator.  I test whether city leaders with informal ties to the incumbent provincial leaders deliver significantly faster economic growth than those without. As I mentioned in Task 1, I used PanelMatch by Imai et al. (2021). It is a newly-developed causal inference method (DID) for TSCS data with a binary treatment variable.              As discussed by Xu (2022, AJPS), this method relies on weak assumptions compared to methods under strict exogeneity. Also, it is more transparent and clear than the simple fixed-effects models used in the original paper. Since this method relies on weighted bootstrapping inference, it does not rely on assumptions regarding sampling distribution, such as Z or t. So, I didn't do anything new for Task 2.",confidence intervals based on weighted bootstrapping DID estimates,"[0.282, 2.58] (95% asymmetric CI)",209,Not necessarily applicable to this nonparametric model,p-value,NA,I find the statistically significant effect of patronage networks on GDP growth at t+2.,Same as claimed by the original study,Yes,Yes,6,333
2022-08-02T12:57:20Z,6U3LL,Usmani_AmJournSocio_2018_GJe4,R,"The one additional analysis (required in Task 2) is based on a within-between (linear mixed effects model with within-between specification) panel regression model with 5-year lagged predictor variables. The main aim is to test the effect of disruptive capacity on the level of democracy. The level of democracy is operationalized with V-Dem Electoral democracy score as stated in the description of Task 2. 

Within-between regression model combines the advantages of modeling “fixed effects” with “random effects” which allows for the inclusion of time-invariant coefficients. Time-dependent predictor variables are: lagged version of the dependent variable, lagged regional average of the dependent variable for a specific country as well as ""true"" independent variables with a 5-year lag: the log of GDP per capita, GDP growth rate, the disruptive capacity of nonelites, educational attainment in years, level of urbanity, landlord power, and income inequality (Gini). Time-invariant predictors are (as in the original analysis) a fixed effect of year and country. Besides that, we have a random intercept given for each country. Given the aim of the original research, the methods and statistical procedures used in the analysis are a good fit, and in my opinion, there was no need for including additional variables in the analysis given the coverage of the ones originally employed in the model. 

A single model was built and estimated in R using 'panelr' package. Due to the possibility of Nickell's bias where we would have a correlation of order 1/T between explanatory variables and error term (where T is the length of the panel) we use the sample of the data where we have at least 5 years of complete observations for each sampled country, reducing the bias-inducing correlation at expense of sample size (829) and country variability.

The model had 61 cross-sectional observational units (countries) dating from 1907 to 2007. We look at withing effects of the 5-year lagged version of the disruptive capacity of the nonelites variable. The estimated standardized regression coefficient is 0.26 suggesting a positive relationship and the corresponding t-test value is 1.96 with a p-value of 0.05.",t-statistic,0.050,829,739,p-value,0.050,The disruptive capacity of non-elites had a positive statistically significant effect on the level of democracy (p < 0.1).,Same as claimed by the original study,Yes,Yes,6,335
2022-08-02T13:35:53Z,HAWST,McKibben_AmJourPoliSci_2013_P8az,R,"I performed all analyses in R (R Core Team, 2016). 

This analysis tested if the more differently valued the issues over which states are bargaining, the more likely they are to offer concessions (H1 of original paper), using GDP as a control variable. To test this prediction, I computed a multilevel logit regression with random slopes, nested within country and nested within bargaining event, using the lme4 and lmerTest packages in R. I chose this model because the data was non-independent (based on country and bargaining event) and the dependent measure was ordinal with 4 levels. 

Cooperative strategy (coded 0 to 3 by original author) was the dependent variable, where higher numbers indicate more cooperative bargaining strategies. I also included how important it was for the country to reach an agreement as a covariate and the natural log of GDP as a control. The overall model predicted cooperative strategy (Overall model: AIC = 193.3, BIC = 219.6, Pseudo-R2 = 0.76), and that the odds of states using cooperative strategies increased with greater issue salience (Marginal effect = 0.06, z = 3.14, p = .002). Additionally, greater agreement importance predicted more cooperative strategies (Marginal effect = 0.06, z = 4.96, p < .001) and higher values of GDP (natural log) were associated with lower cooperation (Marginal effect = -0.02, z = -3.72, p < .001). 

Additionally, my analysis from Task 1 included GDP (natural log) as a control, along with more control variables, which included importance of reaching an agreement, publicity, type of foreign policy, and the presidency of the EU. In this analysis, the overall model predicted cooperative strategy (Overall model: AIC = 188.54, BIC = 227.94, Pseudo-R2 = 0.63), and that the odds of states using cooperative strategies increased with greater issue salience (Marginal effect = 0.06, z = 3.87, p < .001). Additionally, higher agreement importance predicted more cooperative strategies (Marginal effect = 0.06, z = 5.10, p < .001), whereas higher publicity (Marginal effect = -0.10, z = -3.46, p = .001) and GDP (natural log; Marginal effect = -0.02, z = -3.61, p < .001) values predicted less cooperative strategies. Notably, type of foreign policy (z = 0.22, p = .822) and presidency of the EU (z = 0.38, p = .707) did not predict the bargaining strategies employed.",multileve logit regression,3.14,588,23,p-value,= .001,Greater difference in issue salience predicted a greater likelihood of states engaging in cooperative barbaning strategies. These supported the results of the original author.,Same as claimed by the original study,Yes,Yes,7,336
